author,description,source,title,url,real_or_fake
Jordain Carney,"Former Sen. Thad Cochran (R-Miss.), who served in Congress for more than 45 years, died Thursday morning at the age of 81.","{'id': 'the-hill', 'name': 'The Hill'}",Longtime GOP Sen. Thad Cochran dies at 81,http://thehill.com/homenews/senate/446137-longtime-gop-sen-thad-cochran-dies-at-81,1
Samantha Pearson,"Mine workers warned managers that the structure, which held mining waste, was about to collapse, a Wall Street Journal investigation has found. At least one of them died when it did. Vale denies that it ignored warning signs.","{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",‘He Was Ignored’: Workers at Brazil’s Vale Predicted Dam’s Tragic Collapse,https://www.wsj.com/articles/he-was-ignored-workers-at-brazils-vale-predicted-dams-tragic-collapse-11559228132?mod=hp_lead_pos5,1
"Analysis by Harry Enten, CNN",Special counsel Robert Mueller's public statement on Wednesday seemingly left House Speaker Nancy Pelosi between a rock and a hard place. She's taking a middle of the road approach on impeachment -- and that seems to be the most popular position with the elec…,"{'id': 'cnn', 'name': 'CNN'}",Why Nancy Pelosi's impeachment strategy is politically smart,http://us.cnn.com/2019/05/30/politics/pelosi-trump-impeachment-analysis/index.html,1
Jordan Fabian and Brett Samuels,President Trump on Thursday escalated his attacks on Robert Mueller one day after the special counsel essentially said it is up to Congress whether to hold the president accountable for his actions during the Russia probe.,"{'id': 'the-hill', 'name': 'The Hill'}",Trump escalates attacks on Mueller,http://thehill.com/homenews/administration/446130-trump-escalates-attacks-on-mueller,1
BBC News,The US president launches a fierce personal attack on the special counsel in the Russia inquiry.,"{'id': 'bbc-news', 'name': 'BBC News'}",Trump assails 'totally conflicted' Robert Mueller,http://www.bbc.co.uk/news/world-us-canada-48461356,1
Paul Ziobro,"FedEx will deliver packages seven days a week starting next year, adding an extra operating day to accommodate America’s online shopping habits.","{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",FedEx to Deliver Packages 7 Days a Week,https://www.wsj.com/articles/fedex-to-deliver-packages-7-days-a-week-11559225213?mod=hp_lead_pos6,1
,This year's plunge in mortgage rates is giving Americans an incentive to upgrade to pricier houses.,"{'id': 'bloomberg', 'name': 'Bloomberg'}",Falling Mortgage Rates Are Enticing U.S. Homebuyers to Trade Up,https://www.bloomberg.com/news/articles/2019-05-30/falling-mortgage-rates-are-enticing-u-s-homebuyers-to-trade-up,1
,JPMorgan Chase & Co. has agreed to pay $5 million to resolve a discrimination claim filed by a male employee who alleged the bank's parental leave policy ...,"{'id': 'bloomberg', 'name': 'Bloomberg'}",JPMorgan Agrees to Biggest-Ever Settlement in Anti-Dad Bias Case,https://www.bloomberg.com/news/articles/2019-05-30/jpmorgan-agrees-to-biggest-ever-settlement-in-anti-dad-bias-case,1
,My favorite reader email in months came in response to my column on a new book that sticks up for millennials. My verdict: They're having some economic ...,"{'id': 'bloomberg', 'name': 'Bloomberg'}",Millennials’ Costly Lifestyles May Not Be a Matter of Choice,https://www.bloomberg.com/opinion/articles/2019-05-30/millennials-costly-lifestyles-tied-to-baby-boomers,1
"Devan Cole, CNN",President Donald Trump launched a furious broadside Thursday morning against Robert Mueller the day after the special counsel discussed the findings of his report into Russian interference in the 2016 election and the investigation's inability to clear the Pr…,"{'id': 'cnn', 'name': 'CNN'}","Trump unleashes fury on Mueller, again disputes US intelligence findings on Russia",http://us.cnn.com/2019/05/30/politics/trump-russia-election-interference-help/index.html,1
Rebecca Ballhaus,"President Trump denied knowing about a White House request to move “out of sight” the warship USS John S. McCain during his visit to Japan, but said whoever issued the directive was “well meaning.”","{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Trump Says USS McCain Order Was Given Without His Knowledge,https://www.wsj.com/articles/trump-denies-knowing-of-directive-to-move-uss-mccain-out-of-sight-11559222411?mod=hp_lead_pos7,1
BERNIE BECKER,The senator had placed holds on Treasury nominees once already last year.,"{'id': 'politico', 'name': 'Politico'}",Wyden threatens to hold nominees over Trump tax return defiance,https://www.politico.com/story/2019/05/30/wyden-threatens-nominee-holds-over-tax-return-response-1489740,1
BBC News,"The president says whoever did it was ""well meaning"" as ""they know I'm not a fan of John McCain.""","{'id': 'bbc-news', 'name': 'BBC News'}",Trump defends request to hide ship named McCain,http://www.bbc.co.uk/news/world-us-canada-48456742,1
Associated Press,"Trump tweeted Thursday that ""I had nothing to do with Russia helping me to get elected."" But he later insisted that Russia didn't help him.","{'id': 'time', 'name': 'Time'}","President Trump Tweets That Russia Helped Him Get Elected, Then Quickly Backtracks",http://time.com/5598147/trump-russia-help-elected/,1
Tom Embury-Dennis,,"{'id': 'independent', 'name': 'Independent'}",Trump says Russia 'helped me get elected' for first time in furious outburst at Mueller,http://www.independent.co.uk/news/world/americas/us-politics/trump-twitter-mueller-statement-russia-impeachment-collusion-obstruction-a8936496.html,1
,"Former head of the British Army, General Sir Mike Jackson, has told the Ballymurphy inquest into the deaths of 10 people in west Belfast that the Army “does not do conspiracies”.

The deaths occurred during three days of gunfire in August 1971, following the …","{'id': 'google-news-uk', 'name': 'Google News (UK)'}",General Sir Mike Jackson gives evidence over Ballymurphy,https://www.itv.com/news/utv/2019-05-30/general-sir-mike-jackson-gives-evidence-over-ballymurphy/,1
,"Weeks before the Supreme Court rules on the legality of the citizenship question, evidence filed in court could further erode the Trump administration’s rationale for the question.","{'id': 'the-new-york-times', 'name': 'The New York Times'}",Deceased G.O.P. Strategist’s Hard Drives Reveal New Details on the Census Citizenship Question,https://www.nytimes.com/2019/05/30/us/census-citizenship-question-hofeller.html,1
BBC News,Saybie is believed to be the world's smallest infant to survive after weighing just 8.6 ounces or 245 grams at birth.,"{'id': 'bbc-news', 'name': 'BBC News'}",The world's tiniest survivor,http://www.bbc.co.uk/news/world-us-canada-48462772,1
Brett Samuels,"President Trump on Thursday defended the reported decision by military officials to obscure the USS McCain during his trip to Japan, saying whoever made the order was ""well meaning.""","{'id': 'the-hill', 'name': 'The Hill'}",Trump: Whoever moved to obscure USS McCain was 'well meaning',http://thehill.com/homenews/administration/446097-trump-whoever-moved-to-obscure-uss-mccain-was-well-meaning,1
Joseph De Avila,"Some New Jersey lawmakers are pushing an overhaul of the state’s pension system, one of the most deeply indebted retirement systems in the U.S., as payments are expected to more than double by 2023.","{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",New Jersey Needs a Pension Fix. Is This It?,https://www.wsj.com/articles/new-jersey-needs-a-pension-fix-is-this-it-11559219715?mod=hp_lead_pos9,1
Jordan Fabian,"President Trump on Thursday said Russia did not help him get elected in 2016,","{'id': 'the-hill', 'name': 'The Hill'}","Trump says Russia did not help him win, contradicting tweet",http://thehill.com/homenews/administration/446096-trump-says-russia-did-not-help-him-win-contradicting-tweet,1
,"As China looks to face down President Donald Trump, its leaders find themselves in a bind: How can they show him they won't be pushed around without ...","{'id': 'bloomberg', 'name': 'Bloomberg'}",China Pulls Punches With Trump to Defend a Path for Trade Talks,https://www.bloomberg.com/news/articles/2019-05-30/china-pulls-punches-with-trump-to-defend-a-path-for-trade-talks,1
https://www.facebook.com/bbcnews,Three-year-old Alfie Lamb was placed in the footwell of a car by his mother prior to his death.,"{'id': 'google-news-uk', 'name': 'Google News (UK)'}",'Car seat crush' death mum jailed,https://www.bbc.co.uk/news/uk-england-london-48460240,1
Ellen Gabler,Secret recordings captured physicians’ concerns that more children seemed to fare poorly after heart surgery. Their hospital kept doing the operations.,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Doctors Were Alarmed: ‘Would I Have My Children Have Surgery Here?’,https://www.nytimes.com/interactive/2019/05/30/us/children-heart-surgery-cardiac.html,1
Jake Holland,"Overall enrollment at colleges and universities is down for the seventh year in a row, continuing a trend that is putting pressure on many smaller schools even as some bigger schools thrive.","{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}","College Enrollments Fall Again, With Some Notable Exceptions",https://www.wsj.com/articles/college-enrollments-down-again-this-year-11559217601?mod=hp_lead_pos8,1
Lauren Ballinger,Emergency services called to theme park in Ripon,"{'id': 'google-news-uk', 'name': 'Google News (UK)'}",LIVE: Reports of serious incident involving child at Lightwater Valley,https://www.leeds-live.co.uk/news/yorkshire-news/reports-serious-incident-involving-child-16353700,1
IAN KULLGREN,Trump told reporters he is “going to do something very dramatic on the border.“,"{'id': 'politico', 'name': 'Politico'}",Trump weighs plan to choke off asylum for Central Americans,https://www.politico.com/story/2019/05/30/asylum-restrictions-trump-central-america-1489012,1
"Patrick Knox, Mark Hodge and Jon Rogers","Man, 33, dies after setting himself on fire outside the White House suffering 85 per cent burns  The Sun
Man who set himself on fire outside the White House dies in hospital  Daily Mail
Man dies after setting himself on fire near White House  Sky News
Shoc…","{'id': 'google-news-uk', 'name': 'Google News (UK)'}","Man, 33, dies after setting himself on fire outside the White House suffering 85 per cent burns",http://www.thesun.co.uk/news/9179783/man-dies-sets-himself-fire-white-house-lawn-burning/,1
,"When Venezuela suddenly dumped years of unpublished economic data onto its central bank's website late Tuesday night, the most glaring trend that emerged ...","{'id': 'bloomberg', 'name': 'Bloomberg'}",Venezuela Says Inflation Is Slowing. Don't Laugh. It Actually Is,https://www.bloomberg.com/news/articles/2019-05-30/venezuela-says-inflation-is-slowing-don-t-laugh-it-actually-is,1
,"Staff at orphanages run by the Sisters of Nazareth committed acts of sexual abuse that “reached levels of utmost depravity”, the chair of the Scottish Child Abuse Inquiry has said. Children in...","{'id': 'google-news-uk', 'name': 'Google News (UK)'}",Abuse by nuns at orphanages reached ‘levels of utmost depravity’,https://www.thetimes.co.uk/article/abuse-by-nuns-at-orphanages-reached-levels-of-utmost-depravity-wzq79rz9d,1
"Rowena Mason, Jessica Elgot",Chancellor tells candidates for party leadership that backing no deal could mean losing no-confidence vote,"{'id': 'google-news-uk', 'name': 'Google News (UK)'}","Referendum may be only way out of Brexit deadlock, says Hammond",https://www.theguardian.com/politics/2019/may/30/new-referendum-may-be-only-way-to-break-brexit-deadlock-says-hammond,1
Miguel Delaney,"Exclusive interview: Alisson was hand-picked by Jurgen Klopp to address one of Liverpool’s problem positions, and in one moment paid back most of what it cost the club. Now, he aims to give them European glory to follow in the footsteps of history","{'id': 'independent', 'name': 'Independent'}","Champions League final, Tottenham vs Liverpool: Alisson on justifying his £66m transfer fee, the art of goalkeeping and making history",http://www.independent.co.uk/sport/football/european/champions-league-final-tottenham-vs-liverpool-alisson-interview-transfer-fee-news-goalkeepeing-a8936376.html,1
"Evan Perez, Laura Jarrett, Pamela Brown and Jeremy Herb, CNN","As last Thanksgiving approached, President Donald Trump's personal lawyers drove to the Justice Department for a hastily arranged meeting.","{'id': 'cnn', 'name': 'CNN'}","Mueller speaks, but he's still an enigma",http://us.cnn.com/2019/05/30/politics/mueller-enigma/index.html,1
Cristina Marcos,"A conservative House Republican prevented the passage of a disaster aid bill on Thursday, meaning lawmakers won't be able to send the measure to President Trump until the chamber reconvenes next week.","{'id': 'the-hill', 'name': 'The Hill'}",Third House Republican blocks disaster aid bill,http://thehill.com/homenews/house/446233-third-house-republican-blocks-disaster-aid-bill,1
ANDREW SELSKY,"SALEM, Ore. (AP) — Oregon is awash in pot, glutted with so much legal weed that if growing were to stop today, it could take more than six years by one estimate to smoke or eat it all.Now,...","{'id': 'associated-press', 'name': 'Associated Press'}","Oregon, awash in marijuana, takes steps to curb production",https://apnews.com/eaea113eee94421789b24fcf047f6bae,1
Alex Matthews-King,Analysis: The benefits of gene editing are vast and its unknown risks must be weighed against the stark realities of diseases like malaria,"{'id': 'independent', 'name': 'Independent'}",Is genetic modification the future of fighting disease?,http://www.independent.co.uk/news/health/mosquitos-malaria-genetically-modified-disease-dna-editing-a8937371.html,1
"Kate Sullivan, CNN",Attorney General William Barr said he believes special counsel Robert Mueller could have reached a conclusion on whether President Donald Trump had committed obstruction of justice.,"{'id': 'cnn', 'name': 'CNN'}",Barr: Mueller 'could've reached a conclusion' on obstruction of justice,http://us.cnn.com/2019/05/30/politics/william-barr-mueller-conclusion-obstruction-of-justice/index.html,1
,"CHICAGO (AP) — Prosecutors charged R&B singer R. Kelly on Thursday with 11 new sex-related counts, including some that carry a maximum sentence of 30 years in prison, making them the most serious...","{'id': 'associated-press', 'name': 'Associated Press'}",R. Kelly charged with 11 new sex-related crimes in Chicago,https://apnews.com/35cf323c41794bb9a9564e80c3018459,1
MARTIN CRUTSINGER,WASHINGTON (AP) — Enjoy it while it lasts.The U.S. economy grew at a solid 3.1% annual rate in the January-March quarter — a pace that will likely prove to be the high-water mark for the...,"{'id': 'associated-press', 'name': 'Associated Press'}",Why the US economy may have already peaked for the year,https://apnews.com/1ae964295417441d95aee37aa6189532,1
BBC News,The new charges carry heavier sentences than the 11 others he already faces.,"{'id': 'bbc-news', 'name': 'BBC News'}",R. Kelly facing 11 more sex crime charges,http://www.bbc.co.uk/news/world-us-canada-48467119,1
Jordan Fabian,"The White House on Thursday is expected to formally notify Congress that it is starting the approval process for President Trump’s revision of the North American Free Trade Agreement (NAFTA), according to multiple reports, a move that wo","{'id': 'the-hill', 'name': 'The Hill'}",White House to start clock on approval for new NAFTA: reports,http://thehill.com/policy/finance/446228-white-house-to-start-clock-on-approval-for-new-nafta-reports,1
LARRY NEUMEISTER and MARK SHERMAN,"NEW YORK (AP) — A Republican redistricting expert advocated for adding a citizenship question to the 2020 census to give an electoral edge to whites and Republicans, opponents of the move alleged...","{'id': 'associated-press', 'name': 'Associated Press'}",Lawyers: Docs show census changed to give Republicans edge,https://apnews.com/bbc9132adf4f4b56bb2eae44d8ebe4fa,1
EMILY WAGSTER PETTUS and DAVID A. LIEB,"JACKSON, Miss. (AP) — In 1890, as white politicians across the South cracked down on the black population with Jim Crow laws, Mississippi inserted into its constitution an unusually high bar for...","{'id': 'associated-press', 'name': 'Associated Press'}",Lawsuit calls Mississippi's way of choosing governors racist,https://apnews.com/3ad297610e314e4a863ebb521b98efd0,1
BBC News,Hope is fading that any of the 21 people who are still missing on the Danube will be found alive.,"{'id': 'bbc-news', 'name': 'BBC News'}",Witnesses tell of Danube boat disaster horror,http://www.bbc.co.uk/news/world-europe-48468701,1
Alexandria Sage,"Uber Technologies Inc reported a $1 billion loss and a 20 percent rise in revenue in its first quarterly report as a public company on Thursday, posting results in line with its forecasts that underscored the challenges the ride-hailing service faces to becom…","{'id': 'reuters', 'name': 'Reuters'}","Uber loses $1 billion in quarter, hitting forecast, as revenue rises 20%",http://feeds.reuters.com/~r/reuters/topNews/~3/CRb50N-Ib3M/uber-loses-1-billion-in-quarter-hitting-forecast-as-revenue-rises-20-idUSKCN1T02F0,1
Chuck Mikolajczak,"U.S. stocks showed signs of stabilizing on Thursday, but gains were kept in check by conflicting comments on trade talks from President Donald Trump and Beijing that reinforced concerns about a potentially lengthy battle harming global growth.","{'id': 'reuters', 'name': 'Reuters'}","Wall St. steadies after sell-off, but gains muted",http://feeds.reuters.com/~r/reuters/topNews/~3/LSmjg4QN8hU/wall-st-steadies-after-sell-off-but-gains-muted-idUSKCN1T01CB,1
BEN NUCKOLS,"OXON HILL, Md. (AP) — The kids were just too good.The finals of the Scripps National Spelling Bee turned into a slog on Thursday, with bee organizers unable to scour Webster's Unabridged...","{'id': 'associated-press', 'name': 'Associated Press'}",Too good: Top spelling bee kids humble dictionary in finals,https://apnews.com/31123142c2dd4349b7e11649270dc3e6,1
Nora Dominick,"""Not a perfect soldier, but a good man.""","{'id': 'buzzfeed', 'name': 'Buzzfeed'}","This ""Avengers: Endgame"" Detail Just Made Steve And Sam's Final Scene Together More Emotional",https://www.buzzfeed.com/noradominick/avengers-endgame-captain-america-steve-sam-easter-egg,1
Reuters Editorial,Hungarian police late on Thursday said it had taken into custody the captain of a cruise ship involved in an accident on the Danube River in central Budapest that killed at least seven South Korean tourists on Wednesday.,"{'id': 'reuters', 'name': 'Reuters'}",Hungary arrests Ukrainian captain of cruise ship involved in fatal Danube crash,http://feeds.reuters.com/~r/reuters/topNews/~3/tTIP61GGkLk/hungary-arrests-ukrainian-captain-of-cruise-ship-involved-in-fatal-danube-crash-idUSKCN1T02FC,1
Georgia Wells,"The ride-hailing company’s loss topped $1 billion in its first quarterly report as a public company, affirming its continuing challenge of spending heavily to fend off ride-hailing and delivery rivals.","{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Uber’s First-Quarter Loss Tops $1 Billion,https://www.wsj.com/articles/ubers-first-quarter-loss-tops-1-billion-11559246846?mod=hp_lead_pos3,1
BBC News,"US health officials warn the country may lose its ""measles elimination status"" amid multiple outbreaks.","{'id': 'bbc-news', 'name': 'BBC News'}",US in danger of losing measles elimination status,http://www.bbc.co.uk/news/world-us-canada-48468801,1
,Attorney General William Barr told CBS that he believes special counsel Robert Mueller could have reached a decision on whether or not there was criminal activity after concluding Mueller's investigation into Russian interference in the 2016 election.,"{'id': 'cnn', 'name': 'CNN'}",Barr: Mueller could've reached decision on obstruction - CNN Video,http://us.cnn.com/videos/politics/2019/05/30/robert-mueller-report-obstruction-cbs-intv-william-barr-sot-nr-vpx.cnn,1
"Katelyn Polantz, CNN","The longtime political stuntman Roger Stone faced an exasperated judge on Thursday, as his lawyers failed to gain traction with bold legal arguments criticizing special counsel Robert Mueller before Stone's November criminal trial.","{'id': 'cnn', 'name': 'CNN'}",Judge appears exasperated at Roger Stone arguments against Mueller,http://us.cnn.com/2019/05/30/politics/roger-stone-hearing/index.html,1
JOSEF FEDERMAN,"JERUSALEM (AP) — Prime Minister Benjamin Netanyahu's complicated relationship with an angry former protege has sent Israeli politics into uncharted waters.By triggering an early election,...","{'id': 'associated-press', 'name': 'Associated Press'}",Netanyahu's future clouded by rivalry with former ally,https://apnews.com/58be8f3f80b94b498339ccbcf867857a,1
,"CNN's Jake Tapper discusses President Trump's tweet where he admitted that Russia worked to elect him in 2016, a conclusion that is shared by the intelligence community.","{'id': 'cnn', 'name': 'CNN'}",Jake Tapper: Trump accidentally admitted the truth - CNN Video,http://us.cnn.com/videos/politics/2019/05/30/jake-tapper-trump-mueller-rant-white-house-lawn-crn-vpx.cnn,1
Brendan Pierson,"The Trump administration concealed evidence that its proposal to add a question about citizenship to the 2020 U.S. census was intended to help Republicans draw favorable electoral maps, according to immigrant advocacy groups that sued the administration over …","{'id': 'reuters', 'name': 'Reuters'}",New evidence of deceit alleged in U.S. census citizenship fight,http://feeds.reuters.com/~r/reuters/topNews/~3/6sYUAXs5Nko/new-evidence-of-deceit-alleged-in-u-s-census-citizenship-fight-idUSKCN1T01WN,1
,Chess and Go were child’s play. Now A.I. is winning at capture the flag. Will such skills translate to the real world?,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","DeepMind Can Now Beat Us at Multiplayer Games, Too",https://www.nytimes.com/2019/05/30/science/deep-mind-artificial-intelligence.html,1
,Oil industry foes are preparing to go to court to fight an Environmental Protection Agency regulation allowing year-round sales of higher-ethanol E15 gasoline ...,"{'id': 'bloomberg', 'name': 'Bloomberg'}",Oil Industry Poised to Attack as Trump Boosts Ethanol in Fuels,https://www.bloomberg.com/news/articles/2019-05-30/oil-industry-poised-to-attack-as-trump-boosts-ethanol-in-fuels,1
Jeff Horwitz,"Ten weeks after Facebook pledged to fight vaccine misinformation, such content remains widely available across its platforms as the social-media giant grapples with how to combat hoaxes and deceptions.","{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Facebook Pledged Crackdown on Vaccine Misinformation. Then Not Much Happened,https://www.wsj.com/articles/facebook-pledged-crackdown-on-vaccine-misinformation-then-not-much-happened-11559243847?mod=hp_lead_pos2,1
DEB RIECHMANN,"WASHINGTON (AP) — President Donald Trump angrily assailed special counsel Robert Mueller's motives on Thursday, a day after Mueller bluntly rebuffed Trump's repeated claims that the Russia...","{'id': 'associated-press', 'name': 'Associated Press'}",Trump erupts after special counsel says he's not exonerated,https://apnews.com/2c973fabb59446cf852edda6ffa7174a,1
LOLITA C. BALDOR,"President Donald Trump and his acting defense secretary distanced themselves Thursday from an order to keep a warship named for the late Sen. John McCain, a Trump thorn , out of sight during the...","{'id': 'associated-press', 'name': 'Associated Press'}",Trump says not involved with keeping McCain ship out of view,https://apnews.com/9c3d51b355854034a87e8f2d6f489b98,1
Reuters Editorial,"Juul Labs Inc is considering opening retail stores in the United States, a source familiar with the matter said on Thursday, a move that would help the controversial company cash in on the booming popularity of its e-cigarettes.","{'id': 'reuters', 'name': 'Reuters'}",Juul considers opening retail stores in United States: source,http://feeds.reuters.com/~r/reuters/topNews/~3/wAQrEvLgU00/juul-considers-opening-retail-stores-in-united-states-source-idUSKCN1T026H,1
Julia Reinstein,"The boy, Eduardo, weighed about 50 pounds and was covered in bruises at the time of his death.","{'id': 'buzzfeed', 'name': 'Buzzfeed'}","Indiana Police: Circus Promoter Parents Abused, Chained, Starved Their Son",https://www.buzzfeednews.com/article/juliareinstein/circus-parents-indiana-chain-son-selfie-starved,1
Jeffrey Heller,"Israeli lawmakers voted to dissolve parliament on Thursday, paving the way for a new election after veteran Prime Minister Benjamin Netanyahu failed to form a government before a midnight deadline.","{'id': 'reuters', 'name': 'Reuters'}",Israel faces new vote as Netanyahu fails to form government,http://feeds.reuters.com/~r/reuters/topNews/~3/3QafydgPi-k/israel-faces-new-vote-as-netanyahu-fails-to-form-government-idUSKCN1SZ11E,1
Olivia Beavers,Attorney General William Barr says he believes special counsel Robert Mueller could have reached a decision on whether President Trump obstructed justice during the course of his 22-month long investigation.,"{'id': 'the-hill', 'name': 'The Hill'}",Barr says he felt Mueller 'could've reached a decision' on obstruction,http://thehill.com/homenews/administration/446189-barr-says-he-felt-mueller-couldve-reached-a-decision-on-obstruction,1
Patrice Peck,"""Her boobs aren't big enough.""","{'id': 'buzzfeed', 'name': 'Buzzfeed'}","Tiffany Haddish's Audition Hack Is Just Another Example Of Hollywood's Racist, Sexist Ways",https://www.buzzfeed.com/patricepeck/tiffany-haddish-audition-hack-hollywood-racism-sexism,1
Andrew Woodcock,Irish taoiseach told him that the chances of a further extension to the Article 50 Brexit process were ‘slim’,"{'id': 'independent', 'name': 'Independent'}",Corbyn resists pressure to campaign for Final Say vote and insists on negotiating deal,http://www.independent.co.uk/news/uk/politics/brexit-corbyn-eu-deal-final-say-eu-referendum-labour-a8937391.html,1
,Salem Williamson is now the most radical 3-year-old and youngest NWA fan in the Midwest.,"{'id': 'buzzfeed', 'name': 'Buzzfeed'}","A Mom Ordered A Cute Shirt For Her 3-Year-Old From A Retailer Based In China But It Came With A, Uh, Unique Addition",https://www.buzzfeednews.com/article/tanyachen/chinese-retailer-ali-express-surprised-midwestern-mom-with,1
Marton Dunai,"Hungarian rescue officials said there was little chance of finding survivors after a boat with South Korean tourists onboard sank on the Danube river in Budapest, with seven people confirmed dead and 21 missing.","{'id': 'reuters', 'name': 'Reuters'}","Seven South Koreans dead, hope dims for missing in Budapest boat disaster",http://feeds.reuters.com/~r/reuters/topNews/~3/4to2gMTIo2M/seven-south-koreans-dead-hope-dims-for-missing-in-budapest-boat-disaster-idUSKCN1SZ2RB,1
Mallory Mower,"I see it, I like it, I want it, I (impulse) got it.","{'id': 'buzzfeed', 'name': 'Buzzfeed'}",30 Things You Totally Won't Regret Impulse Buying,https://www.buzzfeed.com/malloryannp/worth-the-impulse-buy,1
,"While House Democratic leaders agonize, black voters want President Trump impeached, and their ardor on the subject is driving their representatives.","{'id': 'the-new-york-times', 'name': 'The New York Times'}",Black Voters and Their House Members Are Driving Impeachment Talk,https://www.nytimes.com/2019/05/30/us/politics/black-voters-impeachment.html,1
Stephen LaConte,"Brace yourselves, Aunt Becky fans.","{'id': 'buzzfeed', 'name': 'Buzzfeed'}",Here's How Much Prison Time Lori Loughlin Is Actually Facing,https://www.buzzfeed.com/stephenlaconte/lori-loughlin-prison-time,1
David Randall,"World stock markets climbed for the first time this week on Thursday, giving pause to a multiday selloff on fears of an escalating trade war between the United States and China that has pushed investors into safe-haven bonds and the U.S. dollar.","{'id': 'reuters', 'name': 'Reuters'}","Equities advance after week-long selloff, bond yields steady",http://feeds.reuters.com/~r/reuters/topNews/~3/9Xtl1t5MWFM/equities-advance-after-week-long-selloff-bond-yields-steady-idUSKCN1T003P,1
SCOTT McFETRIDGE,"DES MOINES, Iowa (AP) — Between the country's trade dispute with China and the seemingly endless storms that have drenched the central U.S., Iowa farmer Robb Ewoldt has had plenty of time to think...","{'id': 'associated-press', 'name': 'Associated Press'}",Soggy fields leave Midwestern farmers with few good answers,https://apnews.com/3e1728c2eeb8438180dcb3bb05896552,1
"Analysis by Chris Cillizza, CNN Editor-at-large","On Thursday morning, Donald Trump tweeted something factual.","{'id': 'cnn', 'name': 'CNN'}",Donald Trump admitted something we all knew today. Then he un-admitted it.,http://us.cnn.com/2019/05/30/politics/donald-trump-russia-robert-mueller/index.html,1
,Palestinians aren't coming to Kushner's Bahrain parley. Other Arabs are cynical. And who will speak for an Israel that can't form a government?,"{'id': 'bloomberg', 'name': 'Bloomberg'}",Trump’s Palestine Peace Farce Just Got Even Sillier,https://www.bloomberg.com/opinion/articles/2019-05-30/trump-s-israeli-palestine-peace-farce-in-bahrain-just-got-sillier,1
,"With no end in sight to the tariff duel with China, American companies are shifting supply chains and making other moves for the long haul.","{'id': 'the-new-york-times', 'name': 'The New York Times'}",Trade War Starts Changing Manufacturers in Hard-to-Reverse Ways,https://www.nytimes.com/2019/05/30/business/economy/trump-tariff-manufacturer.html,1
Tal Axelrod,Former Vice President Joe Biden defended the late Sen.,"{'id': 'the-hill', 'name': 'The Hill'}",Biden: McCain 'should be treated as a war hero',http://thehill.com/homenews/campaign/446170-biden-mccain-should-be-treated-as-a-war-hero,1
,"Millions of Rock ‘n Play sleepers were sold, illustrating how product safety system relies heavily on companies to monitor themselves.","{'id': 'the-washington-post', 'name': 'The Washington Post'}","How Fisher-Price invented a popular baby sleeper without safety tests and kept selling it, even as babies died",https://www.washingtonpost.com/business/economy/how-fisher-price-invented-a-popular-baby-sleeper-without-safety-tests-and-kept-it-on-the-market-even-as-babies-died/2019/05/30/78c2707a-7731-11e9-b3f5-5673edf2d127_story.html,1
Rich McKay,"Rain-swollen rivers threatened more flooding on Thursday in Arkansas, Louisiana, Illinois and Oklahoma, and Tulsa's mayor warned the decades-old levee system would be at risk even as waters receded through the weekend.","{'id': 'reuters', 'name': 'Reuters'}",Central U.S. faces 'high risk' of river flooding even as rains ease,http://feeds.reuters.com/~r/reuters/topNews/~3/t9XOqTXMPas/central-u-s-faces-high-risk-of-river-flooding-even-as-rains-ease-idUSKCN1T012K,1
Ben Eisen,"Mortgage rates dropped below 4% for the first time since early last year, adding to hopes for a revival in the housing market.","{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}","Mortgage Rates Fall Below 4%, Lifting Hopes for Housing Rebound",https://www.wsj.com/articles/mortgage-rates-fall-below-4-lifting-hopes-for-housing-rebound-11559235561?mod=hp_lead_pos4,1
BBC News,"Exported waste, intended for recycling, is being sent back to Canada by the Philippines.","{'id': 'bbc-news', 'name': 'BBC News'}",Rotting waste sent back to Canada,http://www.bbc.co.uk/news/world-48465461,1
JENNIFER SCHOLTES,"Rep. John Rose objected to passing the bill by voice vote, becoming the third Republican to delay passage of the measure.","{'id': 'politico', 'name': 'Politico'}",Third House Republican blocks massive disaster aid package,https://www.politico.com/story/2019/05/30/third-house-republican-blocks-massive-disaster-aid-package-1348433,1
,"Speaking to Sky News, John Bolton said the US president was a supporter of Brexit, and hoped to do a trade deal with the UK soon. SUBSCRIBE to our YouTube ch...","{'id': 'google-news-uk', 'name': 'Google News (UK)'}",Trump looking forward to talking to a 'fully independent' Britain,https://www.youtube.com/watch?v=Wqu1sBflv_g,1
